model;brand;body_type;segment;usable_battery_kwh;real_range_km;efficiency_wh_km;zero_to_100_s;top_speed_kmh;towing_capacity_kg;price;charging_time_min;max_charging_power_kw;horsepower_hp;torque_nm;maintenance_cost_eur_year;seating_capacity;boot_capacity_l;adas_level;safety_rating_ncap;usage_type;energy_cost_eur_100km;insurance_rating;powertrain_type;fuel_type
BMW RR-6;BMW;Sedan;E;0;917;604;9,1;250;786;69141;0;0;202;347;608;5;510;1;5;Personal;11,54;4;Essence;Essence
Ferrari M-Class;Ferrari;Sedan;C;0;925;500;9,9;213;994;39301;0;0;133;234;647;5;618;1;5;Personal;9,54;2;Essence;Essence
Volkswagen B7;Volkswagen;SUV;D;1,8;900;500;7;250;1845;58043;0;0;233;380;728;6;820;1;5;Commercial;8,97;5;Hybrid;Hybride Essence
Subaru K-Class;Subaru;Coupe;C;0;743;645;9,9;213;464;42845;0;0;140;206;398;3;280;1;4;Commercial;12,33;4;Essence;Essence
Skoda V-Class;Skoda;Crossover;C;1,5;900;379;10,9;205;1517;39183;0;0;122;189;490;5;516;1;5;Personal;6,51;4;Hybrid;Hybride Essence
Porsche ZZ3;Porsche;Hatchback;B;0;976;450;10,2;204;769;32002;0;0;99;158;434;5;350;0;4;Personal;6,83;4;Diesel;Diesel
Opel CC-2;Opel;SUV;B;1,7;900;434;10,6;174;1807;32790;0;0;92;130;525;5;607;0;5;Commercial;7,45;1;Hybrid;Hybride Essence
Toyota G33;Toyota;Hatchback;C;0;1051;450;9,6;228;717;42715;0;0;155;272;495;5;335;1;5;Personal;8,22;3;Essence;Essence
Peugeot KK-99;Peugeot;SUV;D;1,7;900;473;9,3;244;1547;63150;0;0;211;365;538;7;480;1;5;Personal;8,13;5;Hybrid;Hybride Essence
Nissan WW-22;Nissan;SUV;B;0;820;511;9,7;221;1738;36796;0;0;155;256;564;6;568;1;4;Personal;8,43;5;Diesel;Diesel
Ferrari PP-77;Ferrari;Crossover;E;0;1001;690;9,3;250;1407;71029;0;0;194;333;582;6;534;1;4;Personal;11,39;5;Diesel;Diesel
Skoda HH-5;Skoda;Crossover;C;0;815;602;10,5;224;1626;38818;0;0;124;220;825;6;675;1;4;Commercial;11,5;2;Essence;Essence
Renault Q33;Renault;Convertible;C;0;673;676;8,4;250;0;47977;0;0;226;338;352;3;306;1;4;Personal;12,92;4;Essence;Essence
Mercedes-Benz G9;Mercedes-Benz;Hatchback;E;0;1100;491;8,9;250;619;82737;0;0;276;403;596;5;373;2;4;Personal;9,39;6;Essence;Essence
Mercedes-Benz N3 Pro;Mercedes-Benz;Wagon;E;0;1100;514;7,7;250;1270;73238;0;0;253;408;471;5;607;2;5;Personal;8,48;6;Diesel;Diesel
DS Automobiles 666;DS Automobiles;Hatchback;C;0;1100;451;10,9;210;518;40361;0;0;121;208;591;5;385;1;3;Personal;7,44;5;Diesel;Diesel
Fiat V9;Fiat;Sedan;B;1,4;900;493;10,2;223;890;40886;0;0;184;273;389;5;581;1;4;Personal;7,32;3;Hybrid;Hybride Diesel
Volkswagen C7;Volkswagen;Convertible;B;1,2;891;500;9,1;236;0;41242;0;0;201;336;562;3;224;1;3;Personal;7,64;4;Hybrid;Hybride Diesel
Dacia BB-5;Dacia;Wagon;B;14;900;378;11;199;1114;33703;44;0;94;139;417;5;715;0;4;Personal;5,21;3;Hybrid;Hybride Essence
Volkswagen XX4;Volkswagen;Hatchback;D;0;909;568;10,4;210;644;48244;0;0;148;226;667;5;401;1;4;Personal;10,85;3;Essence;Essence
Fiat N4;Fiat;SUV;C;0;863;545;9,7;236;1975;38440;0;0;156;228;364;5;651;1;4;Personal;10,41;5;Essence;Essence
Suzuki ZZ9;Suzuki;Wagon;D;0;1100;450;7,7;250;1182;58447;0;0;220;369;468;5;700;1;3;Personal;6,08;4;Diesel;Diesel
Rolls-Royce E5 Pro;Rolls-Royce;MPV;B;0;675;612;10,1;214;1093;33131;0;0;134;191;392;5;992;1;3;Personal;11,7;2;Essence;Essence
Mitsubishi LL-4;Mitsubishi;Crossover;C;0;899;584;9,6;250;1484;52495;0;0;234;416;684;7;466;1;4;Personal;9,64;6;Diesel;Diesel
Lancia A-Class;Lancia;Hatchback;C;0;849;530;11,1;208;873;38519;0;0;106;161;537;5;403;0;3;Personal;10,12;3;Essence;Essence
Cupra 222;Cupra;SUV;C;0,9;900;455;9,7;244;1553;43432;0;0;172;228;516;5;691;1;3;Personal;6,75;3;Hybrid;Hybride Diesel
Volkswagen P8x;Volkswagen;Hatchback;C;0;902;518;9,8;234;793;45767;0;0;189;383;688;5;367;1;4;Personal;8,54;4;Diesel;Diesel
DS Automobiles K9 Pro;DS Automobiles;Hatchback;F;0;815;700;6,6;250;746;109277;0;0;348;514;385;5;409;2;5;Personal;15,77;8;Essence;Essence
Vauxhall 666;Vauxhall;Crossover;E;0;869;656;8,8;250;1486;75905;0;0;224;376;553;7;639;1;4;Personal;12,53;5;Essence;Essence
Porsche I55;Porsche;Wagon;D;0;1100;450;9,2;244;1163;57508;0;0;181;364;604;5;820;1;3;Commercial;7,15;4;Diesel;Diesel
Peugeot W-Class;Peugeot;Hatchback;B;0;886;515;10,9;210;872;34999;0;0;112;168;586;5;410;0;5;Personal;8,49;2;Diesel;Diesel
Audi I-Class;Audi;Wagon;E;1,9;900;500;6,5;250;1286;84657;0;0;343;467;662;5;785;2;5;Personal;9,63;9;Hybrid;Hybride Essence
Mazda S4;Mazda;Wagon;E;0;1056;537;8,8;250;1075;72353;0;0;211;294;605;5;690;1;5;Personal;10,25;5;Essence;Essence
Volvo M2 Pro;Volvo;Wagon;E;1,7;900;334;8,7;250;1203;82370;0;0;262;457;659;5;672;2;4;Personal;5,75;6;Hybrid;Hybride Essence
Saab UU-44;Saab;Sedan;C;0;1091;450;9,4;221;1049;41415;0;0;176;277;787;5;595;1;5;Personal;7,65;5;Essence;Essence
Aston Martin XX-99;Aston Martin;SUV;B;1;900;376;11,2;214;1865;34544;0;0;96;140;592;5;589;0;4;Personal;6,46;3;Hybrid;Hybride Essence
Nissan 666;Nissan;Hatchback;D;1,7;900;343;9,1;250;731;62518;0;0;225;298;403;5;462;1;4;Personal;5,9;6;Hybrid;Hybride Essence
Opel VV-2;Opel;Sedan;C;0;890;543;11,1;175;744;39642;0;0;84;127;649;5;432;0;4;Personal;8,96;2;Diesel;Diesel
Seat S88;Seat;Sedan;C;0;968;500;9,5;236;1178;44308;0;0;168;306;581;5;480;1;4;Personal;8,24;5;Diesel;Diesel
Mercedes-Benz R5 Pro;Mercedes-Benz;Sedan;C;0;936;526;9;247;987;43003;0;0;162;308;527;5;420;1;4;Personal;8,68;3;Diesel;Diesel
Renault Z7 Pro;Renault;Hatchback;C;0;837;580;9,1;230;914;43156;0;0;167;286;424;5;340;1;5;Personal;9,57;3;Diesel;Diesel
Audi T9x;Audi;Sedan;C;0;1007;480;10,8;222;936;36708;0;0;125;208;538;5;456;1;5;Personal;7,92;2;Diesel;Diesel
Ford E1 Pro;Ford;MPV;D;0;873;604;9,5;250;1198;54137;0;0;199;339;592;7;536;1;5;Commercial;11,54;5;Essence;Essence
Mitsubishi L-Class;Mitsubishi;Wagon;D;0;1100;481;8,5;250;1123;57729;0;0;203;405;710;5;749;1;4;Personal;7,94;4;Diesel;Diesel
Koenigsegg Q22;Koenigsegg;SUV;C;0;645;700;9,5;250;1917;42778;0;0;197;294;434;6;541;1;4;Personal;13,75;4;Essence;Essence
Seat P-Class;Seat;MPV;A;0;733;539;10,5;223;1380;25322;0;0;131;251;527;6;819;1;3;Personal;8,89;2;Diesel;Diesel
Subaru N-Class;Subaru;Sedan;E;0;1092;536;9,9;247;1025;65406;0;0;192;333;504;5;615;1;4;Personal;10,23;5;Essence;Essence
Ford C9;Ford;SUV;C;0;769;557;11,9;204;2071;38199;0;0;112;166;447;6;793;0;5;Commercial;10,64;2;Essence;Essence
Jaguar X5x;Jaguar;Coupe;C;0;703;700;10,6;217;516;38411;0;0;135;215;397;4;220;1;5;Personal;12,5;2;Diesel;Diesel
Toyota I33;Toyota;SUV;C;0;990;474;9,3;227;1725;42810;0;0;167;285;471;5;678;1;3;Commercial;7,82;3;Diesel;Diesel
Ford SS-4;Ford;Sedan;C;0;814;604;10,6;206;931;41475;0;0;138;184;495;5;620;1;3;Personal;11,53;2;Essence;Essence
Volvo FF-99;Volvo;SUV;D;0;918;614;8,6;238;1896;54207;0;0;198;300;693;7;708;1;4;Commercial;10,13;4;Diesel;Diesel
Lamborghini HH-2;Lamborghini;SUV;A;0;886;501;10,2;250;1768;32883;0;0;218;429;601;6;685;1;4;Commercial;8,26;3;Diesel;Diesel
Mini D99;Mini;Crossover;E;0;923;638;7,9;250;1495;76965;0;0;229;396;443;5;692;1;4;Personal;12,19;6;Essence;Essence
Seat AA-77;Seat;SUV;B;15,3;879;469;9,5;250;1826;44065;33;0;196;318;534;6;632;1;4;Personal;6,02;3;Hybrid;Hybride Essence
Seat T44;Seat;SUV;F;1,4;900;437;6,8;250;1859;109452;0;0;339;586;503;7;711;2;4;Personal;7,51;8;Hybrid;Hybride Essence
Opel R99;Opel;Sedan;C;1,5;900;500;10,9;217;916;35871;0;0;83;146;587;5;584;0;4;Personal;9,02;2;Hybrid;Hybride Essence
Volvo X9;Volvo;SUV;A;0;579;650;10,3;227;1825;25503;0;0;113;213;746;5;667;0;5;Personal;10,73;2;Diesel;Diesel
Toyota FF-3;Toyota;Sedan;C;0;875;591;9,9;241;976;49304;0;0;205;413;633;5;452;1;4;Personal;9,75;5;Diesel;Diesel
Mazda 222;Mazda;Convertible;C;0;863;520;9,8;250;92;46571;0;0;185;375;690;4;288;1;5;Personal;8,57;3;Diesel;Diesel
Fiat F4;Fiat;Wagon;F;1,3;900;326;6,5;250;1141;112970;0;0;355;511;576;5;522;2;3;Personal;5,61;9;Hybrid;Hybride Essence
Renault A11;Renault;SUV;D;1,5;900;497;9,9;250;1580;59073;0;0;216;383;606;5;700;1;4;Personal;8,55;4;Hybrid;Hybride Essence
Mini 999;Mini;Wagon;C;1,1;900;447;9,9;209;1075;45443;0;0;150;269;531;5;571;1;5;Personal;7,68;3;Hybrid;Hybride Essence
Skoda P7x;Skoda;Hatchback;C;0;872;583;9,7;241;755;45045;0;0;196;324;732;5;303;1;4;Commercial;9,62;4;Diesel;Diesel
Aston Martin D1x;Aston Martin;SUV;F;0;1100;508;6,4;250;1712;106192;0;0;318;589;614;7;746;2;4;Personal;8,37;8;Diesel;Diesel
Renault R9;Renault;SUV;D;16,7;900;390;8,6;239;1832;54883;33;0;189;267;548;5;746;1;4;Commercial;5,14;4;Hybrid;Hybride Essence
Toyota XX-77;Toyota;SUV;C;1,2;880;487;9,8;230;1793;43992;0;0;186;279;423;7;665;1;3;Personal;8,38;4;Hybrid;Hybride Essence
Toyota 999;Toyota;Wagon;C;0;769;578;10,5;208;1208;41689;0;0;133;214;600;5;507;1;5;Personal;11,04;3;Essence;Essence
Ford 444;Ford;Pickup;C;0;722;657;10,5;237;2500;46759;0;0;196;259;485;2;0;1;4;Commercial;12,55;2;Essence;Essence
Audi NN2;Audi;SUV;D;0;1100;453;8,6;250;1943;56528;0;0;209;339;530;7;624;1;5;Sports;8,65;4;Essence;Essence
Bentley B-Class;Bentley;SUV;C;0;861;590;10,8;229;1798;44284;0;0;129;229;463;5;615;1;4;Personal;9,72;4;Diesel;Diesel
Koenigsegg K6 Pro;Koenigsegg;Crossover;D;1,1;900;500;9,5;232;1375;55617;0;0;169;230;521;6;678;1;4;Personal;8,31;5;Hybrid;Hybride Diesel
Toyota VV-2;Toyota;Sedan;C;0;786;627;11;223;937;38241;0;0;122;200;602;5;587;1;4;Personal;11,97;3;Essence;Essence
Volvo B8 Pro;Volvo;Hatchback;C;0;798;580;9;250;786;48097;0;0;239;422;628;5;406;1;4;Personal;11,08;4;Essence;Essence
Volkswagen O-Class;Volkswagen;Pickup;C;1,8;900;493;9,8;229;2230;48849;0;0;160;209;692;2;0;1;4;Commercial;8,47;4;Hybrid;Hybride Essence
Volvo G66;Volvo;Coupe;D;0;853;669;8,4;250;413;60651;0;0;220;335;496;2;326;1;4;Personal;12,77;4;Essence;Essence
Peugeot O-Class;Peugeot;MPV;C;0;951;551;10,5;202;1204;40127;0;0;108;169;558;6;736;0;3;Sports;9,08;2;Diesel;Diesel
Skoda 111;Skoda;Sedan;E;0;917;611;8,4;250;842;69133;0;0;207;290;704;5;601;1;5;Personal;11,67;5;Essence;Essence
Mazda ZZ-1;Mazda;Hatchback;C;0;998;477;10,2;218;716;44476;0;0;152;271;472;5;502;1;5;Personal;7,87;4;Diesel;Diesel
Volvo NN-33;Volvo;SUV;D;0;773;698;6,5;250;1725;57801;0;0;258;373;742;7;720;2;3;Personal;13,32;3;Essence;Essence
BMW M5;BMW;MPV;E;0;1098;530;8,8;239;1312;71973;0;0;198;322;745;7;786;1;5;Personal;10,13;5;Essence;Essence
BMW ZZ7;BMW;Hatchback;D;0;978;539;10,3;233;706;48778;0;0;165;236;410;5;410;1;4;Commercial;10,29;4;Essence;Essence
Renault CC-66;Renault;Hatchback;C;0;711;676;9,8;250;484;45920;0;0;196;381;904;5;443;1;3;Personal;11,14;4;Diesel;Diesel
Renault X1;Renault;Hatchback;D;1;900;404;6,9;250;788;66337;0;0;279;388;578;5;379;2;4;Personal;6,94;6;Hybrid;Hybride Essence
Nissan O7x;Nissan;Wagon;B;1,8;900;419;10,2;222;1295;36786;0;0;157;276;336;5;754;1;5;Personal;6,23;4;Hybrid;Hybride Diesel
Audi I2x;Audi;Wagon;A;0;683;503;9,9;207;1196;27340;0;0;117;176;382;5;508;0;4;Personal;9,61;2;Essence;Essence
Jaguar 777;Jaguar;Wagon;D;0;985;512;9,7;241;979;56246;0;0;154;205;517;5;610;1;4;Personal;9,79;4;Essence;Essence
Renault KK2;Renault;Hatchback;D;1,8;894;500;10,3;217;808;56561;0;0;162;219;492;5;459;1;3;Personal;10,46;5;Hybrid;Hybride Essence
BMW 444;BMW;Wagon;A;1,2;900;328;10,7;155;1077;23359;0;0;70;110;391;5;900;0;5;Personal;5,64;1;Hybrid;Hybride Essence
Mini A-Class;Mini;SUV;E;0;1100;488;9,8;250;1757;74201;0;0;215;378;424;5;521;1;5;Personal;9,32;5;Essence;Essence
Opel L2 Pro;Opel;Hatchback;C;1,7;900;352;9,7;247;631;47326;0;0;179;279;383;5;309;1;4;Personal;6,06;5;Hybrid;Hybride Essence
Fiat U5x;Fiat;Sedan;E;12,5;900;381;9;250;727;72723;56;0;226;345;778;5;464;1;4;Personal;5,04;6;Hybrid;Hybride Essence
Dacia BB-99;Dacia;SUV;D;1,3;900;500;9,4;250;1801;61076;0;0;225;379;621;6;568;1;5;Sports;8,89;4;Hybrid;Hybride Essence
Porsche M9;Porsche;SUV;E;0;1100;450;8,8;250;1824;70756;0;0;252;410;766;5;819;2;5;Personal;6,08;8;Diesel;Diesel
Suzuki OO-7;Suzuki;Pickup;D;0;939;587;10,2;229;2500;55059;0;0;167;274;432;5;0;1;4;Personal;11,22;4;Essence;Essence
BMW G5 Pro;BMW;SUV;F;0;1100;450;5,9;250;1775;119644;0;0;370;600;669;7;577;3;5;Personal;7,4;8;Diesel;Diesel
Lexus E7 Pro;Lexus;SUV;C;0;586;700;10,1;199;1711;37130;0;0;107;184;386;7;792;0;4;Personal;13,81;1;Essence;Essence
DS Automobiles Z7 Pro;DS Automobiles;Crossover;B;0,9;900;412;9;250;1676;41718;0;0;197;344;503;5;753;1;4;Personal;7,08;5;Hybrid;Hybride Essence
Porsche N88;Porsche;Crossover;C;0;795;628;9,6;243;1522;50892;0;0;193;311;738;5;422;1;4;Personal;10,36;3;Diesel;Diesel
Mercedes-Benz R4;Mercedes-Benz;Hatchback;D;0;1062;526;9,2;207;588;48557;0;0;150;206;483;5;432;1;4;Commercial;10,04;3;Essence;Essence
Seat O9 Pro;Seat;Crossover;B;0;762;491;10,1;250;1553;36594;0;0;163;271;530;5;512;1;4;Personal;9,37;3;Essence;Essence
Opel R2 Pro;Opel;Sedan;E;0;1100;496;9;248;944;69381;0;0;221;413;547;5;470;1;5;Personal;8,17;4;Diesel;Diesel
Mercedes-Benz RR-88;Mercedes-Benz;SUV;B;0;735;596;9,4;245;1874;39499;0;0;182;337;696;7;608;1;5;Commercial;9,83;4;Diesel;Diesel
Honda 111;Honda;Wagon;E;0;885;700;8,1;250;1196;75406;0;0;263;409;535;5;628;2;5;Commercial;13,39;5;Essence;Essence
Citroën TT7;Citroën;Crossover;C;1,6;900;381;10,8;208;1425;38071;0;0;107;146;661;6;479;0;4;Personal;6,54;4;Hybrid;Hybride Essence
Skoda M88;Skoda;SUV;D;14,6;900;373;10;229;1636;56844;34;0;163;271;501;6;482;1;4;Personal;5;4;Hybrid;Hybride Essence
BMW 888;BMW;Hatchback;F;0;1100;483;7,6;250;636;110894;0;0;319;506;982;5;333;2;5;Personal;7,97;9;Diesel;Diesel
Volvo A4x;Volvo;SUV;C;1,6;900;312;10,8;250;1601;51129;0;0;205;322;717;6;462;1;4;Personal;5,36;4;Hybrid;Hybride Essence
Audi A22;Audi;Sedan;D;0;917;606;9,5;228;936;51425;0;0;183;270;554;5;477;1;5;Personal;11,58;5;Essence;Essence
Fiat O66;Fiat;MPV;B;0;755;596;10,1;223;1007;32648;0;0;122;206;582;7;578;1;5;Personal;9,83;3;Diesel;Diesel
Audi VV-99;Audi;SUV;D;10,9;900;417;7,7;250;1757;66535;29;0;217;372;744;7;520;1;4;Personal;5,54;5;Hybrid;Hybride Essence
Dacia F7 Pro;Dacia;Convertible;D;0;1100;544;9,6;198;87;49745;0;0;125;220;614;4;244;1;5;Personal;8,98;4;Diesel;Diesel
Audi K2;Audi;SUV;C;0;945;519;9,1;224;1771;43728;0;0;178;275;629;5;668;1;5;Sports;9,91;1;Essence;Essence
Saab A6 Pro;Saab;Coupe;A;0;678;560;10,3;225;493;33752;0;0;159;319;849;3;252;1;5;Personal;9,23;3;Diesel;Diesel
Renault C88;Renault;Hatchback;C;1,5;900;452;8,9;250;753;46349;0;0;202;318;596;5;405;1;3;Personal;7,77;5;Hybrid;Hybride Essence
BMW LL9;BMW;Sedan;B;0;729;583;11,1;192;962;29883;0;0;98;167;257;5;617;0;4;Personal;11,14;1;Essence;Essence
Renault DD8;Renault;Hatchback;D;0;832;662;9,5;228;825;50472;0;0;155;268;563;5;495;1;4;Personal;12,64;3;Essence;Essence
Volkswagen PP-55;Volkswagen;Hatchback;B;0;1001;485;11,3;187;768;31551;0;0;87;164;693;5;361;0;4;Personal;8;1;Diesel;Diesel
Audi 333;Audi;MPV;E;16,1;900;500;9,2;250;1243;80184;21;0;230;315;626;8;851;1;5;Personal;6,47;4;Hybrid;Hybride Essence
Volvo KK-77;Volvo;Wagon;F;0;1100;450;5,2;250;965;126874;0;0;426;665;616;5;834;3;4;Personal;6,08;10;Diesel;Diesel
Mazda C22;Mazda;Crossover;E;0;1100;513;8,6;250;1529;75250;0;0;247;374;588;6;610;2;4;Commercial;9,8;6;Essence;Essence
BMW W9 Pro;BMW;SUV;C;0;882;601;9;236;1999;42277;0;0;196;300;796;7;766;1;5;Commercial;9,91;4;Diesel;Diesel
Fiat I22;Fiat;Crossover;B;0;903;478;9;219;1578;35574;0;0;164;274;428;7;530;1;4;Personal;7,88;2;Diesel;Diesel
Toyota E7x;Toyota;Crossover;D;0;691;700;9,6;250;1616;51252;0;0;196;275;361;7;493;1;4;Personal;13,8;3;Essence;Essence
Peugeot F-Class;Peugeot;Coupe;D;1,7;900;336;9,8;235;419;55969;0;0;178;234;456;4;277;1;4;Personal;5,77;3;Hybrid;Hybride Essence
Seat U88;Seat;Crossover;F;0;1100;553;6,9;250;1492;117183;0;0;356;613;851;6;497;2;5;Personal;9,12;8;Diesel;Diesel
BMW RR2;BMW;Wagon;C;0;1100;450;11,4;181;1268;34036;0;0;102;145;265;5;741;0;4;Personal;7,65;2;Essence;Essence
Renault BB-55;Renault;Sedan;A;0;538;623;10,4;204;953;29063;0;0;114;154;533;5;551;0;4;Personal;11,9;3;Essence;Essence
Ferrari II3;Ferrari;Pickup;F;0;967;642;7,8;250;2500;104105;0;0;279;464;677;3;0;2;4;Personal;12,26;7;Essence;Essence
DS Automobiles 666;DS Automobiles;Hatchback;D;0;821;700;9,5;224;564;52580;0;0;173;303;554;5;497;1;4;Personal;13,56;4;Essence;Essence
DS Automobiles M-Class;DS Automobiles;SUV;B;0;761;533;10,8;197;1705;31828;0;0;112;208;390;5;806;0;4;Personal;8,79;3;Diesel;Diesel
Cupra L7;Cupra;Convertible;D;0;1091;498;8,1;250;0;66815;0;0;261;530;672;2;249;2;4;Personal;8,22;4;Diesel;Diesel
Fiat E1 Pro;Fiat;Sedan;A;1,2;640;500;11,4;171;931;25359;0;0;70;100;361;5;507;0;5;Personal;8,85;3;Hybrid;Hybride Essence
BMW E66;BMW;Hatchback;C;0;1100;450;7,8;250;678;55620;0;0;253;490;669;5;301;2;4;Commercial;7,07;6;Diesel;Diesel
Opel AA-11;Opel;SUV;C;1,2;900;500;9,6;230;1777;38692;0;0;138;207;426;6;589;1;5;Personal;9,23;4;Hybrid;Hybride Essence
Peugeot C7;Peugeot;SUV;C;0;870;510;9,6;213;1718;37592;0;0;140;216;574;7;557;1;4;Personal;9,74;2;Essence;Essence
Volkswagen XX-6;Volkswagen;MPV;B;13,6;900;406;10,1;215;1099;38684;25;0;157;255;538;8;515;1;3;Personal;5,46;3;Hybrid;Hybride Essence
BMW I1x;BMW;Coupe;B;0;874;537;10,1;234;500;35526;0;0;143;278;434;4;208;1;4;Sports;8,85;2;Diesel;Diesel
Alfa Romeo FF-44;Alfa Romeo;SUV;C;0;651;643;9,2;238;1933;44079;0;0;179;238;624;5;742;1;3;Commercial;12,28;3;Essence;Essence
Skoda I88;Skoda;Pickup;B;0;624;619;10,6;218;2500;31032;0;0;139;208;516;5;0;1;4;Personal;11,82;4;Essence;Essence
Renault R33;Renault;Crossover;C;0;861;567;9,6;250;1689;46792;0;0;226;381;624;7;459;1;3;Personal;10,83;3;Essence;Essence
Suzuki U6 Pro;Suzuki;Convertible;C;0;854;497;9,3;236;0;42617;0;0;174;273;578;3;216;1;4;Personal;9,49;5;Essence;Essence
Skoda A-Class;Skoda;Sedan;D;0;1012;587;8,5;250;758;61650;0;0;200;339;740;5;530;1;4;Personal;9,68;5;Diesel;Diesel
Vauxhall 999;Vauxhall;SUV;D;0;972;535;10,3;215;1906;55591;0;0;168;222;620;5;523;1;4;Personal;10,23;5;Essence;Essence
Peugeot F3 Pro;Peugeot;Hatchback;B;0;772;537;11;186;853;27728;0;0;92;120;554;5;427;0;5;Personal;10,26;2;Essence;Essence
Toyota X-Class;Toyota;Hatchback;A;0;485;696;10;243;750;30490;0;0;142;214;307;5;347;1;4;Personal;13,3;3;Essence;Essence
Renault CC-3;Renault;Wagon;D;15,6;900;300;8,4;250;1197;71180;53;0;285;440;569;5;646;2;4;Commercial;5;7;Hybrid;Hybride Essence
Volvo C7x;Volvo;Hatchback;E;0;880;632;7,5;250;625;77556;0;0;290;410;307;5;448;2;4;Personal;12,07;6;Essence;Essence
Audi M1 Pro;Audi;Crossover;F;0;1035;700;9,3;250;1573;97961;0;0;208;407;445;5;699;1;4;Personal;11,73;6;Diesel;Diesel
Audi CC-11;Audi;Wagon;F;0;942;634;8,8;250;1269;98864;0;0;230;382;713;5;665;1;4;Personal;12,12;6;Essence;Essence
Nissan SS1;Nissan;Hatchback;D;0;1100;450;11;250;734;56628;0;0;205;328;553;5;431;1;3;Sports;6,93;5;Diesel;Diesel
Peugeot 666;Peugeot;SUV;E;1,7;900;500;7,9;250;1667;74189;0;0;268;374;733;5;750;2;5;Commercial;7,74;7;Hybrid;Hybride Diesel
Audi U3;Audi;Crossover;C;1;864;500;10,2;228;1381;48609;0;0;171;296;443;6;695;1;4;Personal;8,68;3;Hybrid;Hybride Essence
Porsche DD-22;Porsche;Convertible;D;0;1100;450;8,1;250;0;61451;0;0;255;516;621;4;192;2;5;Personal;6,08;6;Diesel;Diesel
Volkswagen FF7;Volkswagen;Sedan;F;0;1100;467;6,4;250;1025;116231;0;0;383;790;733;5;392;3;5;Commercial;7,7;10;Diesel;Diesel
Toyota 111;Toyota;Pickup;D;0;1090;554;8,8;250;2500;54688;0;0;212;401;798;3;0;1;4;Personal;9,13;3;Diesel;Diesel
Toyota HH8;Toyota;Coupe;C;0;875;523;11,6;193;452;35210;0;0;84;148;606;2;324;0;4;Personal;9,99;3;Essence;Essence
Peugeot T3;Peugeot;Crossover;C;1,7;900;459;10,4;204;1281;42028;0;0;121;166;448;5;586;1;4;Personal;6,81;3;Hybrid;Hybride Diesel
Alfa Romeo BB-1;Alfa Romeo;SUV;C;0;997;527;10,1;230;1960;45464;0;0;163;258;524;5;772;1;5;Personal;8,7;5;Diesel;Diesel
BMW CC-77;BMW;Wagon;C;0;845;507;9,4;237;1349;41137;0;0;162;214;555;5;738;1;4;Personal;9,69;4;Essence;Essence
Suzuki WW1;Suzuki;Coupe;D;0;1051;586;9,4;232;515;52944;0;0;156;282;866;4;354;1;5;Commercial;9,67;6;Diesel;Diesel
Peugeot Q5;Peugeot;Sedan;D;0;852;668;7,8;250;848;57393;0;0;216;305;576;5;566;1;4;Personal;12,76;5;Essence;Essence
Renault 555;Renault;Pickup;B;0;634;700;11,6;172;2463;26000;0;0;70;111;381;2;0;0;4;Personal;13,47;1;Essence;Essence
Opel X6 Pro;Opel;MPV;D;1,6;900;449;10,3;217;1312;50547;0;0;108;141;410;6;584;0;4;Personal;7,71;4;Hybrid;Hybride Essence
Land Rover H-Class;Land Rover;SUV;C;0;1079;480;11,7;209;1864;37789;0;0;125;225;541;7;777;1;4;Personal;7,92;4;Diesel;Diesel
Ford P7 Pro;Ford;Wagon;C;0;729;672;8,6;250;1149;48573;0;0;215;431;655;5;739;1;4;Personal;11,09;5;Diesel;Diesel
Porsche T4 Pro;Porsche;SUV;C;0;733;594;9,8;245;2064;48698;0;0;206;342;453;7;485;1;5;Personal;11,35;4;Essence;Essence
Mazda M3x;Mazda;Wagon;C;0;797;610;11,8;182;1016;34086;0;0;81;120;601;5;882;0;5;Personal;11,65;3;Essence;Essence
Mazda I-Class;Mazda;Coupe;D;0;1100;450;9,9;228;428;54557;0;0;144;221;496;2;241;1;4;Commercial;6,84;3;Diesel;Diesel
Maserati 222;Maserati;Hatchback;D;0;810;626;8,4;245;630;54837;0;0;220;314;726;5;476;1;3;Commercial;11,96;3;Essence;Essence
Land Rover E8 Pro;Land Rover;Hatchback;D;0;1100;536;9,3;230;713;54515;0;0;187;334;632;5;383;1;4;Personal;8,84;5;Diesel;Diesel
Volvo KK-9;Volvo;SUV;C;2;900;352;9,4;250;1936;50861;0;0;225;321;533;6;769;1;4;Personal;6,05;6;Hybrid;Hybride Essence
Skoda 222;Skoda;MPV;D;1,7;900;500;9,8;250;1299;64736;0;0;245;413;248;6;549;2;4;Personal;7,74;6;Hybrid;Hybride Diesel
Nissan I6;Nissan;SUV;B;0;878;495;9;238;1815;40922;0;0;167;339;546;5;794;1;3;Sports;8,17;3;Diesel;Diesel
Toyota E6;Toyota;Convertible;C;1,3;900;360;10,2;206;0;41037;0;0;137;190;523;2;250;1;5;Personal;6,19;3;Hybrid;Hybride Essence
Mercedes-Benz W7 Pro;Mercedes-Benz;SUV;C;0;1100;460;9,2;242;1915;45416;0;0;178;266;603;6;491;1;4;Commercial;7,59;4;Diesel;Diesel
Seat WW-3;Seat;Sedan;D;0;1100;450;7,5;250;764;70080;0;0;286;441;733;5;488;2;4;Sports;6,41;5;Diesel;Diesel
Opel 555;Opel;MPV;E;14,2;900;300;8,8;250;1152;78296;50;0;281;478;562;8;592;2;4;Commercial;5;6;Hybrid;Hybride Essence
